venta_id,fecha,hora,sucursal_id,producto_id,cantidad,total,metodo_pago
1291,2025-05-03,12:24,4,58,1,48.0,tarjeta
1292,2025-07-29,08:35,6,39,3,257.4,tarjeta
1293,2025-04-23,10:12,5,67,2,46.2,efectivo
1294,2025-09-22,16:54,6,44,1,71.5,efectivo
1295,2024-12-25,11:59,5,59,1,57.75,tarjeta 
1296,2025-10-05,11:54,6,52,3,181.5,efectivo
1297,2026-01-18,17:32,2,78,3,56.7,efectivo
1298,2026-04-03,09:59,8,54,1,89.1,efectivo
1299,2025-07-14,17:45,8,51,2,171.6,tarjeta
1300,2026-02-26,10:01,7,47,3,308.85,app
1301,2025-04-20,13:14,3,53,1,64.6,tarjeta
1302,2025-10-23,13:19,8,33,2,178.2,tarjeta
1303,2025-02-02,20:13,7,76,3,78.3,efectivo
1304,2025-05-05,15:57,3,57,1,68.4,efectivo
1305,2025-05-24,07:53,7,15,1,81.2,efectivo
1306,2025-01-09,17:49,2,129,1,21.0,efectivo
1307,2025-05-23,19:52,1,131,2,52.0,app
1308,2025-12-08,07:18,6,23,1,52.8,monedero
1309,2025-12-01,09:57,8,44,2,143.0,monedero
1310,2025-10-24,08:02,3,90,3,598.5,efectivo
1311,2026-04-25,18:44,7,85,3,478.5,tarjeta 
1312,2025-05-16,09:35,7,23,3,208.8,tarjeta
1313,2025-04-19,07:53,5,29,1,48.3,tarjeta 
1314,2025-12-06,09:37,2,40,2,121.8,efectivo
1315,2026-04-08,21:06,3,12,1,53.2,tarjeta 
1316,2025-05-24,15:40,5,103,2,241.5,efectivo
1317,2025-02-11,08:04,6,13,3,118.8,tarjeta
1318,2024-12-21,09:15,5,20,2,92.4,app
1319,2024-12-22,19:26,6,39,1,85.8,efectivo
1320,2025-06-23,19:09,1,7,3,114.0,efectivo
1321,2024-12-04,20:25,3,45,1,74.1,efectivo
1322,2025-11-20,19:37,3,27,1,51.3,efectivo
1323,2025-03-05,09:14,4,26,2,88.0,efectivo
1324,2025-05-07,21:59,1,34,3,156.0,efectivo
1325,2025-07-30,08:45,5,111,1,33.6,efectivo
1326,2026-04-20,07:03,5,41,3,223.65,efectivo
1327,2026-01-18,18:25,6,59,2,121.0,efectivo
1328,2026-01-26,21:46,6,36,1,85.8,tarjeta
1329,2025-11-29,21:22,5,142,1,54.6,tarjeta
1331,2025-07-25,09:09,8,42,3,277.2,monedero
1332,2025-03-28,08:32,6,30,1,61.6,tarjeta
1333,2025-12-16,18:40,4,59,1,55.0,app
1334,2025-02-10,16:53,8,25,2,74.8,efectivo
1335,2025-01-25,10:46,6,21,2,118.8,tarjeta
1336,2025-07-19,18:48,7,70,3,165.3,tarjeta
1337,2025-09-14,09:01,8,118,2,105.6,app
1338,2025-04-14,09:20,5,54,2,170.1,app
1339,2025-12-14,07:30,7,15,1,81.2,tarjeta
1340,2025-08-25,20:22,1,27,1,54.0,efectivo
1341,2025-03-29,09:43,2,113,2,94.5,efectivo
1342,2026-01-16,07:50,6,34,1,57.2,efectivo
1343,2026-02-17,12:35,1,1,1,34.0,efectivo
1344,2026-03-11,10:23,3,92,1,114.0,efectivo
1345,2026-02-21,07:27,3,3,1,51.3,tarjeta 
1346,2024-12-20,11:44,2,7,3,119.7,efectivo
1347,2025-10-29,16:30,5,53,1,71.4,tarjeta
1348,2024-12-28,19:48,4,68,2,52.0,efectivo
1349,2025-11-12,14:40,7,65,1,69.6,efectivo
1350,2025-01-10,15:40,5,4,2,75.6,efectivo
1351,2025-05-30,16:58,5,73,2,37.8,efectivo
1352,2025-06-17,08:39,5,39,1,81.9,app
1353,2026-01-07,19:40,1,129,2,40.0,efectivo
1354,2025-03-21,12:49,5,123,2,121.8,efectivo
1355,2025-12-23,11:49,6,26,3,145.2,efectivo
1356,2025-11-20,07:21,3,53,2,129.2,efectivo
1357,2026-01-07,10:59,3,133,1,237.5,efectivo
1358,2025-12-19,07:57,3,121,3,165.3,tarjeta 
1359,2025-04-13,08:44,2,79,2,262.5,tarjeta
1360,2026-05-04,08:23,6,37,2,114.4,efectivo
1361,2026-05-04,14:09,8,25,1,37.4,monedero
1362,2026-04-15,15:38,7,46,2,168.2,tarjeta
1363,2025-10-29,18:33,6,22,3,125.4,tarjeta 
1364,2026-01-24,12:51,6,22,2,83.6,efectivo
1365,2026-01-19,08:22,1,89,1,120.0,tarjeta
1366,2025-10-29,12:16,6,27,1,59.4,tarjeta 
1367,2026-04-26,07:10,1,36,2,156.0,efectivo
1368,2024-12-04,10:21,1,28,3,108.0,efectivo
1369,2025-12-15,20:13,8,43,2,114.4,tarjeta
1370,2025-10-29,19:39,3,66,1,68.4,efectivo
1371,2025-03-21,08:08,1,82,1,125.0,tarjeta
1372,2025-11-11,16:45,6,1,2,74.8,tarjeta 
1373,2026-01-26,14:17,5,2,1,46.2,app
1374,2026-02-04,19:57,5,69,1,23.1,efectivo
1375,2026-04-24,09:55,7,99,1,304.5,efectivo
1376,2025-05-23,17:59,7,9,2,168.2,app
1378,2025-04-03,19:15,2,30,1,58.8,efectivo
1379,2025-10-09,09:38,3,43,1,49.4,app
1380,2025-12-19,11:29,1,36,1,78.0,tarjeta
1381,2026-05-29,07:03,5,10,1,37.8,efectivo
1382,2025-04-27,14:52,5,63,2,130.2,tarjeta
1383,2025-04-09,07:53,6,59,2,121.0,efectivo
1384,2025-12-15,10:38,7,40,2,168.2,tarjeta 
1385,2025-04-22,18:37,5,82,1,131.25,efectivo
1386,2026-03-13,19:53,7,31,3,239.25,monedero
1387,2026-02-09,14:01,7,8,1,69.6,tarjeta
1388,2025-12-14,11:05,3,36,2,148.2,efectivo
1389,2024-12-08,10:54,6,47,3,234.3,efectivo
1390,2026-02-26,17:40,1,120,1,48.0,monedero
1391,2025-10-28,21:44,6,11,2,101.2,tarjeta 
1392,2025-01-20,16:12,6,35,3,214.5,tarjeta
1393,2026-04-29,14:40,2,53,1,71.4,efectivo
1394,2024-12-13,21:41,1,36,2,156.0,tarjeta
1395,2025-01-06,07:26,1,36,2,156.0,tarjeta 
1396,2025-02-20,08:20,3,8,2,91.2,tarjeta
1397,2025-05-30,19:08,3,20,1,41.8,tarjeta
1398,2025-08-31,14:17,5,22,2,79.8,efectivo
1399,2025-09-10,11:08,5,36,1,81.9,tarjeta 
1400,2025-03-02,16:42,8,36,3,257.4,efectivo
1401,2025-11-02,09:58,6,37,1,57.2,efectivo
1402,2025-01-29,20:58,2,49,1,54.6,efectivo
1403,2025-08-20,09:45,2,26,3,138.6,efectivo
1404,2026-01-27,17:02,7,123,1,84.1,tarjeta 
1405,2025-01-02,17:44,5,24,1,60.9,tarjeta
1406,2025-05-23,09:47,2,27,3,170.1,tarjeta
1407,2025-01-26,07:35,7,119,1,98.6,app
1408,2026-02-17,18:49,5,7,2,79.8,tarjeta 
1409,2025-02-07,16:59,3,30,2,106.4,tarjeta
1410,2025-09-02,09:41,7,4,1,52.2,efectivo
1411,2026-03-19,08:27,7,29,1,66.7,app
1412,2025-01-08,18:21,2,16,1,35.7,tarjeta
1413,2025-05-21,19:23,7,41,3,308.85,tarjeta
1414,2025-03-26,10:39,4,19,1,34.0,tarjeta
1415,2026-04-25,17:21,4,42,1,84.0,efectivo
1416,2026-05-20,18:28,1,131,2,52.0,tarjeta
1417,2026-04-27,07:16,3,87,1,90.25,efectivo
1418,2025-06-19,09:43,1,35,2,130.0,tarjeta 
1419,2025-03-29,10:22,5,52,2,115.5,tarjeta
1420,2025-02-14,08:48,5,73,1,18.9,tarjeta
1421,2025-03-21,18:32,6,123,1,63.8,efectivo
1422,2025-07-01,19:59,2,17,3,138.6,tarjeta
1423,2025-09-26,19:44,1,10,2,72.0,app
1424,2025-12-14,10:46,2,14,1,48.3,tarjeta
1425,2025-02-11,16:46,4,94,3,1140.0,efectivo
1426,2025-05-03,07:48,6,51,2,171.6,efectivo
1427,2024-12-24,08:58,5,126,1,21.0,tarjeta
1428,2025-02-01,20:43,8,3,3,178.2,tarjeta
1429,2025-04-30,17:08,3,28,1,34.2,tarjeta
1430,2026-04-02,16:05,7,94,1,551.0,tarjeta 
1431,2025-09-12,10:19,3,35,1,61.75,app
1432,2026-01-10,09:31,8,16,1,37.4,efectivo
1433,2025-12-03,19:46,5,5,3,144.9,efectivo
1434,2025-02-15,20:13,1,45,2,156.0,efectivo
1435,2026-03-06,16:58,1,48,1,84.0,monedero
1436,2026-01-20,21:32,7,130,1,29.0,efectivo
1437,2025-03-27,07:24,1,54,3,243.0,tarjeta 
1438,2025-09-08,11:23,2,22,3,119.7,app
1439,2026-05-31,08:21,1,11,1,46.0,efectivo
1440,2025-12-21,10:40,7,143,2,159.5,efectivo
1441,2026-04-30,08:25,1,15,1,56.0,app
1442,2026-03-06,08:48,8,82,1,137.5,tarjeta
1443,2026-03-11,20:55,6,74,2,39.6,efectivo
1444,2025-12-09,16:28,2,31,3,173.25,app
1445,2026-03-14,16:56,5,83,3,299.25,efectivo
1446,2025-06-12,18:49,3,83,3,270.75,tarjeta
1447,2025-08-07,18:55,7,67,1,31.9,efectivo
1448,2025-03-13,17:05,6,51,2,171.6,tarjeta 
1449,2024-12-08,13:33,2,6,1,58.8,tarjeta
1450,2025-07-15,15:39,4,43,2,104.0,tarjeta
1451,2026-05-28,07:35,2,9,2,121.8,tarjeta
1452,2026-05-30,11:34,8,117,2,99.0,tarjeta
1453,2026-05-14,12:40,3,2,3,125.4,tarjeta 
1454,2025-03-15,12:00,7,54,2,234.9,efectivo
1455,2026-03-06,08:54,5,86,2,199.5,tarjeta 
1456,2026-05-03,15:49,1,121,1,58.0,tarjeta
1457,2025-01-16,12:03,3,54,2,153.9,efectivo
1458,2025-10-12,20:38,2,130,1,21.0,app
1459,2025-11-17,11:27,8,51,3,257.4,tarjeta
1460,2025-10-23,08:57,7,25,2,98.6,efectivo
1461,2024-12-13,13:58,7,0,2,609.0,tarjeta 
1462,2025-12-11,18:23,8,109,1,41.8,tarjeta
1463,2024-12-05,21:56,6,86,1,104.5,efectivo
1464,2025-07-25,09:48,8,54,1,89.1,monedero
1465,2026-04-27,07:41,7,93,3,913.5,tarjeta
1466,2025-05-10,19:35,2,3,2,113.4,tarjeta
1467,2025-03-29,12:42,2,39,2,163.8,tarjeta 
1468,2025-11-19,15:18,7,139,1,65.25,efectivo
1469,2026-04-15,19:58,5,82,1,131.25,tarjeta 
1470,2025-04-22,09:53,8,62,2,158.4,efectivo
1471,2026-02-19,10:45,2,12,2,117.6,efectivo
1472,2025-07-14,17:18,1,40,1,58.0,efectivo
1473,2025-02-14,08:17,2,21,1,56.7,efectivo
1474,2025-02-06,11:08,3,109,1,36.1,efectivo
1475,2026-05-17,19:32,2,1,2,71.4,tarjeta
1476,2024-12-19,16:03,8,22,1,41.8,efectivo
1477,2025-02-27,20:16,6,69,2,48.4,efectivo
1478,2025-01-14,20:38,2,22,3,119.7,efectivo
1479,2026-01-20,12:45,5,40,1,60.9,app
1480,2025-07-27,19:57,5,8,1,50.4,tarjeta
1481,2024-12-21,18:16,6,39,2,171.6,app
1482,2026-02-05,10:03,5,39,1,81.9,tarjeta
1483,2025-04-03,11:11,5,64,3,226.8,efectivo
1484,2024-12-31,17:31,1,72,1,18.0,efectivo
1485,2025-06-07,08:34,2,16,3,107.1,efectivo
1486,2025-06-24,09:53,1,96,1,210.0,efectivo
1487,2025-01-20,07:25,3,21,3,153.9,efectivo
1488,2025-11-04,08:19,6,87,1,104.5,tarjeta
1489,2025-08-08,07:34,5,32,1,71.4,efectivo
1490,2025-03-31,12:33,1,36,1,78.0,tarjeta
1491,2025-11-24,12:48,6,22,1,41.8,efectivo
1492,2025-10-08,15:07,7,79,1,181.25,tarjeta
1493,2025-03-26,09:42,2,13,3,113.4,monedero
1494,2024-12-17,18:36,2,80,1,115.5,efectivo
1495,2024-12-16,16:12,2,43,3,163.8,tarjeta
1496,2025-04-20,14:47,3,41,3,202.35,efectivo
1497,2025-12-02,14:47,5,11,2,96.6,tarjeta
1498,2025-11-15,08:44,2,18,1,56.7,efectivo
1499,2024-12-25,13:49,5,110,3,141.75,efectivo
1500,2024-12-03,12:24,1,23,3,144.0,efectivo
1502,2025-07-11,19:49,5,86,3,299.25,tarjeta
1503,2025-01-11,18:52,3,37,2,98.8,efectivo
1504,2025-04-13,14:42,6,85,1,121.0,app
1505,2024-12-22,20:35,8,69,3,72.6,tarjeta
1506,2025-10-27,08:50,2,19,1,35.7,monedero
1507,2025-08-24,08:45,2,16,1,35.7,efectivo
1508,2025-05-07,07:00,5,65,1,50.4,monedero
1509,2025-10-25,09:08,3,9,2,110.2,tarjeta
1510,2025-04-23,07:11,1,3,3,162.0,tarjeta
1511,2025-02-02,19:16,3,85,1,104.5,app
1512,2025-06-06,07:21,1,38,1,65.0,tarjeta
1513,2025-06-09,17:37,6,100,1,418.0,tarjeta
1514,2025-03-24,16:47,3,20,3,125.4,efectivo
1515,2026-01-16,20:53,3,112,1,26.6,efectivo
1516,2025-10-16,07:53,3,125,2,91.2,efectivo
1518,2026-04-03,21:35,4,11,1,46.0,efectivo
1519,2025-10-29,21:51,6,88,1,137.5,efectivo
1520,2025-08-06,08:38,2,2,3,138.6,tarjeta
1521,2025-05-27,07:32,2,9,3,182.7,efectivo
1522,2025-06-10,09:32,8,68,2,-57.2,efectivo
1523,2025-01-04,19:35,3,129,3,57.0,tarjeta
1524,2025-08-09,12:47,6,40,2,127.6,efectivo
1525,2025-02-25,21:11,5,62,3,226.8,efectivo
1526,2025-04-16,07:43,8,54,2,178.2,efectivo
1527,2025-08-01,16:27,2,79,1,131.25,monedero
1528,2025-05-11,15:46,2,86,3,299.25,efectivo
1529,2026-01-22,18:41,4,60,3,186.0,efectivo
1530,2025-09-18,07:39,7,46,2,168.2,tarjeta
1531,2025-12-23,18:36,6,7,1,41.8,efectivo
1532,2025-12-02,14:42,7,10,1,52.2,monedero
1533,2026-05-31,19:00,8,91,3,1254.0,efectivo
1534,2025-06-10,07:20,1,47,1,71.0,efectivo
1535,2026-02-10,12:05,2,69,2,46.2,efectivo
1536,2025-09-06,16:44,5,55,2,100.8,efectivo
1537,2024-12-27,13:55,6,5,1,50.6,monedero
1538,2025-11-10,11:50,3,126,1,19.0,tarjeta
1539,2025-09-10,16:05,5,19,1,35.7,tarjeta
1540,2025-01-27,17:41,2,35,3,204.75,tarjeta
1541,2026-02-12,13:19,5,36,2,163.8,tarjeta
1542,2025-01-27,12:53,5,15,3,176.4,app
1543,2026-05-16,14:08,5,45,2,163.8,tarjeta
1544,2025-10-28,11:45,7,49,3,226.2,efectivo
1545,2025-12-18,21:21,2,40,3,182.7,tarjeta 
1546,2025-01-27,14:08,6,26,2,96.8,efectivo
1547,2026-03-29,09:34,1,47,1,71.0,efectivo
1548,2025-08-04,10:12,5,15,2,117.6,tarjeta
1549,2026-02-07,08:43,6,16,1,37.4,efectivo
1550,2026-01-18,17:23,5,21,2,113.4,tarjeta
1551,2025-05-22,15:25,5,37,1,54.6,efectivo
1552,2025-05-10,10:52,5,54,3,255.15,tarjeta
1553,2026-04-23,10:01,6,44,2,143.0,efectivo
1554,2025-08-05,18:56,3,67,1,20.9,tarjeta
1555,2025-01-02,11:33,2,22,1,39.9,tarjeta
1556,2026-01-11,19:22,7,66,1,104.4,tarjeta 
1557,2025-12-11,14:29,1,50,1,650.0,efectivo
1558,2026-04-17,20:12,6,25,1,37.4,tarjeta
1559,2025-06-01,11:40,8,32,1,74.8,tarjeta
1560,2025-08-08,19:54,5,7,2,79.8,efectivo
1561,2026-02-27,09:16,6,66,1,79.2,efectivo
1562,2025-02-16,13:12,2,2,2,92.4,tarjeta
1563,2026-02-24,18:51,1,32,1,68.0,tarjeta
1564,2026-02-23,08:13,2,126,1,21.0,efectivo
1565,2025-02-10,11:51,2,31,2,115.5,tarjeta
1566,2025-08-20,10:01,8,16,1,37.4,tarjeta 
1567,2025-06-22,07:50,8,55,1,52.8,efectivo
1568,2025-07-09,08:13,1,138,1,250.0,app
1569,2025-03-08,19:24,1,52,1,55.0,app
1570,2025-05-31,20:28,2,36,2,163.8,efectivo
1572,2025-02-04,13:00,2,70,2,159.6,monedero
1573,2025-07-29,08:25,2,5,3,144.9,efectivo
1574,2025-09-09,17:00,2,6,1,58.8,tarjeta
1575,2025-06-25,19:18,7,32,2,197.2,efectivo
1576,2024-12-28,10:13,6,39,2,171.6,efectivo
1577,2026-03-31,07:57,2,60,2,130.2,efectivo
1578,2025-10-07,20:11,3,60,1,58.9,tarjeta 
1579,2025-05-23,07:20,2,31,1,57.75,efectivo
1580,2025-04-08,16:18,2,69,3,69.3,efectivo
1581,2025-02-28,18:52,1,109,2,76.0,app
1582,2025-04-12,09:10,8,80,2,242.0,tarjeta 
1583,2025-08-15,16:15,1,35,1,65.0,tarjeta
1584,2025-10-16,16:44,1,136,1,250.0,tarjeta
1585,2025-10-27,14:22,3,52,1,52.25,efectivo
1586,2025-12-02,18:51,3,78,2,34.2,efectivo
1587,2025-12-20,09:57,6,49,2,114.4,tarjeta
1588,2026-01-15,07:57,6,41,3,234.3,tarjeta
1589,2025-10-19,20:49,7,44,2,188.5,tarjeta 
1590,2025-12-25,07:10,3,60,3,176.7,efectivo
1591,2026-04-11,21:08,3,40,1,55.1,tarjeta
1592,2025-01-04,17:56,1,82,3,375.0,tarjeta 
1593,2025-12-12,21:51,2,63,1,65.1,tarjeta
1594,2025-08-14,10:15,7,118,2,139.2,efectivo
1595,2025-05-10,17:06,8,64,1,79.2,tarjeta
1596,2026-04-29,16:04,8,76,3,59.4,efectivo
1597,2024-12-08,21:28,3,76,2,34.2,efectivo
1598,2025-12-10,18:36,1,129,1,20.0,app
1599,2025-02-06,14:04,1,62,1,72.0,efectivo
1600,2025-11-09,19:36,1,9,1,58.0,efectivo
1601,2026-05-21,19:00,2,35,1,68.25,efectivo
1602,2025-06-07,16:59,7,50,1,94.25,app
1603,2026-05-07,10:18,7,9,2,168.2,tarjeta
1604,2024-12-19,16:06,5,5,2,96.6,tarjeta 
1605,2026-03-09,09:37,1,6,2,112.0,tarjeta
1606,2025-12-18,16:18,4,75,2,52.0,tarjeta
1607,2025-03-04,10:18,2,1,1,35.7,efectivo
1608,2025-08-23,10:14,7,23,1,69.6,efectivo
1609,2025-01-03,19:53,5,79,1,131.25,tarjeta
1610,2025-10-13,16:50,1,52,1,55.0,tarjeta
1611,2025-01-21,18:50,1,40,3,174.0,tarjeta
1612,2025-04-07,10:01,8,56,1,60.5,monedero
1613,2025-05-24,07:19,5,25,99,71.4,efectivo
1614,2026-02-22,21:30,7,52,1,79.75,tarjeta 
1615,2024-12-23,17:55,5,11,2,96.6,efectivo
1616,2025-12-24,19:12,6,100,2,836.0,tarjeta 
1617,2025-10-28,19:24,1,113,1,45.0,tarjeta
1618,2025-06-15,10:46,1,101,1,95.0,efectivo
1619,2025-09-25,21:36,2,63,1,65.1,efectivo
1620,2026-05-17,10:19,7,19,2,98.6,tarjeta
1621,2025-12-01,17:26,5,41,1,74.55,efectivo
1622,2025-12-26,18:50,6,122,2,77.0,tarjeta
1623,2025-09-05,14:48,1,59,1,55.0,tarjeta
1624,2025-10-17,17:19,2,53,1,71.4,efectivo
1625,2025-09-17,09:53,2,22,3,119.7,efectivo
1626,2025-05-28,16:31,2,45,3,245.7,tarjeta 
1627,2025-08-29,08:27,8,35,3,214.5,tarjeta 
1628,2025-07-29,09:05,1,104,3,450.0,efectivo
1629,2026-05-15,20:24,7,76,1,26.1,tarjeta
1630,2025-03-29,10:58,6,1,1,37.4,app
1631,2025-10-07,16:26,3,45,1,74.1,tarjeta
1632,2026-02-08,09:48,8,35,2,143.0,efectivo
1633,2025-09-02,19:42,3,15,2,106.4,monedero
1634,2026-01-16,07:05,2,45,1,81.9,monedero
1635,2026-02-19,15:13,7,119,2,197.2,efectivo
1636,2026-05-14,09:40,6,83,2,209.0,tarjeta 
1637,2026-03-22,18:31,5,16,2,71.4,efectivo
1638,2026-04-27,18:13,7,29,1,66.7,tarjeta 
1639,2026-01-09,19:15,1,101,1,95.0,app
1640,2025-01-08,21:08,2,21,1,56.7,efectivo
1641,2026-01-06,07:43,8,82,2,275.0,tarjeta
1642,2025-01-31,09:02,2,78,3,56.7,efectivo
1643,2026-04-24,21:14,6,94,2,836.0,tarjeta
1644,2025-10-29,08:24,5,5,2,96.6,tarjeta
1645,2025-01-28,12:55,2,14,1,48.3,tarjeta
1646,2026-05-14,08:51,1,43,1,52.0,efectivo
1647,2026-03-15,19:10,5,37,2,109.2,efectivo
1648,2025-10-16,13:37,3,61,2,136.8,efectivo
1649,2025-04-19,16:43,5,8,2,100.8,monedero
1650,2025-03-12,16:06,1,21,1,54.0,tarjeta 
1651,2025-11-12,21:04,1,26,3,132.0,tarjeta
1652,2025-02-14,21:34,2,25,2,71.4,efectivo
1653,2025-03-01,08:09,2,138,3,787.5,monedero
1654,2025-12-23,20:32,8,16,1,37.4,tarjeta 
1655,2026-02-17,09:41,6,67,3,72.6,tarjeta 
1656,2025-08-10,21:51,5,6,1,58.8,tarjeta
1657,2025-05-26,17:58,7,40,1,84.1,efectivo
1658,2025-09-06,09:06,8,131,1,28.6,monedero
1659,2025-04-18,20:55,2,79,1,131.25,tarjeta
1660,2026-04-07,13:01,3,59,3,156.75,tarjeta
1661,2025-01-17,07:52,6,122,2,77.0,efectivo
1662,2025-03-27,16:03,7,40,2,168.2,efectivo
1663,2025-01-16,17:05,5,44,3,204.75,efectivo
1664,2024-12-29,14:15,3,102,1,166.25,tarjeta 
1665,2025-05-25,16:25,1,9,1,58.0,tarjeta
1666,2025-05-26,09:52,7,11,1,667.0,monedero
1667,2026-01-07,18:29,7,81,2,208.8,tarjeta
1668,2025-12-09,18:51,6,78,2,39.6,efectivo
1669,2025-06-21,10:36,8,26,1,48.4,efectivo
1670,2025-02-12,20:39,5,0,3,81.9,tarjeta
1671,2026-01-04,12:51,6,26,1,48.4,efectivo
1672,2026-02-17,20:25,6,57,1,79.2,efectivo
1673,2025-09-30,17:04,5,75,1,27.3,tarjeta 
1674,2026-02-12,10:19,8,8,1,52.8,tarjeta
1675,2025-01-08,15:53,8,12,1,61.6,tarjeta 
1676,2024-12-24,10:35,2,65,1,50.4,tarjeta
1677,2025-12-16,10:50,7,71,2,75.4,efectivo
1679,2026-03-23,07:36,1,4,3,108.0,app
1680,2026-04-07,13:19,7,16,1,49.3,tarjeta
1681,2025-12-01,08:36,6,13,1,39.6,efectivo
1682,2025-02-02,13:16,6,62,1,79.2,efectivo
1683,2025-10-14,15:21,8,34,1,57.2,efectivo
1684,2025-07-12,18:07,2,54,2,170.1,efectivo
1685,2025-04-16,14:13,1,83,1,95.0,tarjeta 
1686,2026-01-26,13:46,1,71,1,26.0,app
1687,2025-05-13,09:06,1,62,1,72.0,efectivo
1688,2025-04-18,19:01,7,35,1,94.25,tarjeta 
1689,2026-05-23,16:42,3,16,1,32.3,tarjeta
1690,2026-04-26,12:39,4,5,1,46.0,app
1691,2025-12-28,16:01,6,122,1,38.5,tarjeta
1692,2025-11-19,10:55,3,31,1,52.25,tarjeta 
1693,2025-10-27,16:35,2,83,1,99.75,tarjeta
1694,2025-05-16,11:23,7,13,1,52.2,tarjeta 
1695,2025-12-03,16:12,5,44,2,136.5,efectivo
1696,2026-04-17,17:53,7,29,3,200.1,tarjeta
1697,2025-01-30,07:11,7,56,2,159.5,efectivo
1698,2025-03-16,16:25,5,128,2,54.6,tarjeta
1699,2025-04-13,11:20,8,14,1,50.6,app
1700,2026-02-07,17:35,3,79,2,237.5,efectivo
1701,2026-02-03,11:00,6,57,3,237.6,efectivo
1702,2026-01-06,17:19,8,57,1,79.2,efectivo
1703,2026-02-24,07:51,2,2,2,92.4,tarjeta
1704,2024-12-19,19:41,3,33,2,153.9,tarjeta 
1705,2025-07-11,16:09,2,96,1,220.5,efectivo
1706,2025-11-29,12:40,7,25,3,147.9,efectivo
1707,2025-01-23,07:00,5,21,2,113.4,efectivo
1708,2025-10-04,10:27,1,86,3,285.0,tarjeta 
1709,2024-12-15,13:59,3,129,2,38.0,efectivo
1710,2025-10-14,17:30,6,8,1,52.8,tarjeta 
1711,2025-03-13,15:22,7,3,2,156.6,tarjeta
1712,2026-05-13,19:03,2,42,2,176.4,tarjeta
1713,2026-04-05,19:48,4,56,1,55.0,efectivo
1714,2025-05-22,09:12,6,49,2,114.4,tarjeta 
1715,2026-01-12,13:35,1,46,1,58.0,efectivo
1716,2026-01-14,19:38,3,30,1,53.2,tarjeta
1717,2026-02-25,20:32,6,42,2,184.8,efectivo
1718,2025-02-03,20:44,6,6,3,184.8,monedero
1719,2026-02-25,16:53,7,136,1,362.5,tarjeta
1720,2026-01-01,10:15,6,28,1,39.6,tarjeta
1721,2026-03-14,19:04,5,23,3,151.2,app
1722,2025-07-30,10:34,5,64,1,75.6,tarjeta
1723,2026-03-23,11:20,5,5,3,144.9,efectivo
1724,2025-10-03,09:43,6,46,3,191.4,efectivo
1725,2026-03-06,09:32,2,13,1,37.8,tarjeta 
1726,2025-08-25,10:16,2,59,3,173.25,efectivo
1727,2025-02-15,20:18,2,0,1,58.8,tarjeta
1728,2025-09-05,16:57,2,80,1,115.5,efectivo
1729,2025-06-12,07:09,2,36,1,81.9,efectivo
1730,2025-11-03,11:29,1,108,1,55.0,tarjeta
1731,2026-02-25,12:30,4,21,3,162.0,efectivo
1733,2025-12-16,15:56,1,22,1,38.0,efectivo
1734,2026-04-04,21:13,3,112,1,26.6,efectivo
1735,2025-12-02,13:38,2,48,3,264.6,efectivo
1736,2025-11-13,10:34,2,139,1,47.25,tarjeta
1737,2026-05-11,15:22,2,53,1,71.4,efectivo
1738,2025-10-22,09:54,1,117,3,135.0,efectivo
1739,2025-02-23,14:30,2,51,1,81.9,efectivo
1740,2025-01-21,09:30,5,52,3,173.25,efectivo
1741,2025-03-23,07:06,2,117,2,94.5,efectivo
1742,2024-12-28,19:03,8,47,3,234.3,tarjeta
1743,2025-09-27,12:58,8,110,3,148.5,efectivo
1744,2026-02-10,13:50,3,11,3,131.1,efectivo
1745,2025-01-15,13:44,3,21,1,51.3,tarjeta
1746,2026-02-28,19:13,6,94,2,836.0,app
1747,2025-12-22,12:15,7,39,1,113.1,tarjeta 
1748,2025-05-28,13:16,1,117,3,135.0,tarjeta
1749,2024-12-20,07:19,5,15,1,58.8,tarjeta
1750,2026-04-24,10:41,2,35,2,136.5,efectivo
1751,2026-04-28,17:05,2,127,3,81.9,efectivo
1752,2025-11-17,19:43,5,101,1,99.75,tarjeta
1753,2026-02-17,18:05,5,0,3,226.8,tarjeta 
1755,2026-01-02,18:06,5,113,1,47.25,tarjeta
1756,2025-12-01,13:23,7,5,3,200.1,efectivo
1757,2024-12-15,07:09,5,3,1,56.7,monedero
1758,2025-10-20,10:32,6,0,1,48.4,efectivo
1759,2026-02-13,16:05,7,20,2,127.6,app
1760,2025-02-03,08:43,3,87,1,90.25,efectivo
1761,2025-08-11,20:04,6,127,2,57.2,tarjeta
1762,2026-04-21,19:37,7,18,1,78.3,monedero
1763,2024-12-22,10:55,6,50,1,71.5,efectivo
1764,2026-02-24,19:57,2,8,2,100.8,efectivo
1765,2025-08-07,07:04,4,64,1,72.0,efectivo
1766,2025-04-11,15:50,7,127,1,37.7,efectivo
1767,2026-05-26,09:43,3,34,1,49.4,app
1768,2026-04-05,10:50,7,17,1,63.8,efectivo
1769,2026-03-20,08:54,3,13,1,34.2,app
1770,2025-12-16,14:54,8,73,2,39.6,tarjeta
1771,2025-12-08,18:58,4,14,1,46.0,efectivo
1772,2025-12-31,10:58,6,34,2,114.4,efectivo
1773,2026-05-14,07:33,2,74,2,37.8,efectivo
1774,2026-01-17,19:20,3,91,3,1083.0,efectivo
1775,2026-05-05,16:21,6,48,2,184.8,efectivo
